Latitude (decimal degrees):	48.871
Longitude (decimal degrees):	0.300
Elevation (m):	240
Radiation database:	PVGIS-SARAH3


Slope: 30 deg. 
Azimuth: 0 deg. 
Nominal power of the PV system (c-Si) (kWp):	1.0
System losses (%):	14.0
time,P,G(i),H_sun,T2m,WS10m,Int
20221106:1810,0.0,0.0,0.0,10.83,4.48,0.0
20221106:1910,0.0,0.0,0.0,11.0,4.76,0.0
20221106:2010,0.0,0.0,0.0,10.7,4.76,0.0
20221106:2110,0.0,0.0,0.0,10.55,4.97,0.0
20221106:2210,0.0,0.0,0.0,10.44,4.9,0.0
20221106:2310,0.0,0.0,0.0,10.37,4.9,0.0
20221107:0010,0.0,0.0,0.0,10.52,5.1,0.0
20221107:0110,0.0,0.0,0.0,10.7,5.31,0.0
20221107:0210,0.0,0.0,0.0,10.76,5.31,0.0
20221107:0310,0.0,0.0,0.0,10.82,5.24,0.0
20221107:0410,0.0,0.0,0.0,10.97,5.17,0.0
20221107:0510,0.0,0.0,0.0,10.89,5.03,0.0
20221107:0610,0.0,0.0,0.0,10.83,4.97,0.0
20221107:0710,0.0,0.91,1.54,11.42,5.1,0.0
20221107:0810,61.02,88.2,9.8,11.67,5.38,0.0
20221107:0910,96.7,129.44,16.72,12.4,5.86,0.0
20221107:1010,25.34,44.46,21.79,12.6,6.62,0.0
20221107:1110,190.06,235.82,24.52,13.36,6.62,0.0
20221107:1210,356.95,425.74,24.6,13.69,5.79,0.0
20221107:1310,227.56,278.84,22.01,13.88,5.17,0.0
20221107:1410,13.25,28.38,17.06,14.36,5.72,0.0
20221107:1510,205.62,258.24,10.23,14.38,5.45,0.0
20221107:1610,0.73,7.57,2.04,13.97,5.31,0.0
20221107:1710,0.0,0.0,0.0,13.36,5.17,0.0
20221107:1810,0.0,0.0,0.0,13.04,5.31,0.0
20221107:1910,0.0,0.0,0.0,12.1,5.38,0.0
20221107:2010,0.0,0.0,0.0,11.64,5.24,0.0
20221107:2110,0.0,0.0,0.0,11.3,5.03,0.0
20221107:2210,0.0,0.0,0.0,11.28,5.03,0.0
20221107:2310,0.0,0.0,0.0,11.57,5.31,0.0
20221108:0010,0.0,0.0,0.0,11.74,5.66,0.0
20221108:0110,0.0,0.0,0.0,11.68,5.79,0.0
20221108:0210,0.0,0.0,0.0,11.67,5.79,0.0
20221108:0310,0.0,0.0,0.0,11.77,5.79,0.0
20221108:0410,0.0,0.0,0.0,12.09,6.07,0.0
20221108:0510,0.0,0.0,0.0,12.56,6.28,0.0
20221108:0610,0.0,0.0,0.0,12.73,6.14,0.0
20221108:0710,0.0,0.0,0.0,12.64,5.72,0.0
20221108:0810,57.71,84.58,9.54,12.66,5.86,0.0
20221108:0910,132.32,170.33,16.44,13.16,5.52,0.0
20221108:1010,102.59,137.16,21.5,13.7,5.79,0.0
20221108:1110,294.38,353.83,24.23,14.62,8.21,0.0
20221108:1210,286.23,345.2,24.31,14.74,7.59,0.0
20221108:1310,99.2,133.81,21.73,14.76,6.48,0.0
20221108:1410,76.4,107.0,16.8,14.56,7.31,0.0
20221108:1510,75.42,106.11,10.0,14.17,6.62,0.0
20221108:1610,0.0,0.95,1.82,13.71,6.28,0.0
20221108:1710,0.0,0.0,0.0,13.16,5.93,0.0
20221108:1810,0.0,0.0,0.0,12.71,5.72,0.0
20221108:1910,0.0,0.0,0.0,11.9,5.93,0.0
20221108:2010,0.0,0.0,0.0,11.68,5.79,0.0
20221108:2110,0.0,0.0,0.0,11.38,5.52,0.0
20221108:2210,0.0,0.0,0.0,11.12,5.31,0.0
20221108:2310,0.0,0.0,0.0,10.74,5.17,0.0
20221109:0010,0.0,0.0,0.0,10.56,5.03,0.0
20221109:0110,0.0,0.0,0.0,10.51,5.03,0.0
20221109:0210,0.0,0.0,0.0,10.53,5.1,0.0
20221109:0310,0.0,0.0,0.0,10.43,4.97,0.0
20221109:0410,0.0,0.0,0.0,10.29,4.9,0.0
20221109:0510,0.0,0.0,0.0,10.06,4.76,0.0
20221109:0610,0.0,0.0,0.0,10.04,4.62,0.0
20221109:0710,0.0,0.0,0.0,9.76,4.48,0.0
20221109:0810,49.96,74.47,9.28,9.87,4.28,0.0
20221109:0910,357.11,423.82,16.17,10.53,3.66,0.0
20221109:1010,431.18,507.8,21.21,11.4,5.03,0.0
20221109:1110,650.46,773.26,23.94,12.21,5.24,0.0
20221109:1210,483.08,573.92,24.02,12.86,4.69,0.0
20221109:1310,369.41,441.07,21.46,13.34,4.55,0.0
20221109:1410,300.12,362.04,16.55,13.4,4.14,0.0
20221109:1510,213.12,266.89,9.76,12.93,3.31,0.0
20221109:1610,0.0,4.73,1.6,12.16,2.9,0.0
20221109:1710,0.0,0.0,0.0,11.26,2.62,0.0
20221109:1810,0.0,0.0,0.0,10.61,2.34,0.0
20221109:1910,0.0,0.0,0.0,9.7,2.41,0.0
20221109:2010,0.0,0.0,0.0,9.15,2.41,0.0
20221109:2110,0.0,0.0,0.0,8.81,2.41,0.0
20221109:2210,0.0,0.0,0.0,8.44,2.41,0.0
20221109:2310,0.0,0.0,0.0,8.27,2.41,0.0
20221110:0010,0.0,0.0,0.0,8.03,2.48,0.0
20221110:0110,0.0,0.0,0.0,7.94,2.62,0.0
20221110:0210,0.0,0.0,0.0,7.77,2.69,0.0
20221110:0310,0.0,0.0,0.0,7.58,2.62,0.0
20221110:0410,0.0,0.0,0.0,7.39,2.62,0.0
20221110:0510,0.0,0.0,0.0,7.25,2.62,0.0
20221110:0610,0.0,0.0,0.0,7.12,2.62,0.0
20221110:0710,0.0,0.0,0.0,7.1,2.55,0.0
20221110:0810,109.12,142.78,9.03,7.53,2.41,0.0
20221110:0910,139.83,176.43,15.9,8.88,2.62,0.0
20221110:1010,254.74,305.97,20.93,9.98,3.17,0.0
20221110:1110,216.5,264.07,23.65,10.73,3.38,0.0
20221110:1210,146.3,185.85,23.74,11.4,3.52,0.0
20221110:1310,76.94,106.9,21.19,11.83,3.59,0.0
20221110:1410,173.99,217.06,16.3,12.1,3.59,0.0
20221110:1510,126.28,164.73,9.54,11.92,3.66,0.0
20221110:1610,0.0,1.89,1.39,11.42,3.38,0.0
20221110:1710,0.0,0.0,0.0,10.97,3.03,0.0
20221110:1810,0.0,0.0,0.0,10.52,2.9,0.0
20221110:1910,0.0,0.0,0.0,10.19,3.45,0.0
20221110:2010,0.0,0.0,0.0,10.0,3.45,0.0
20221110:2110,0.0,0.0,0.0,9.87,3.45,0.0
20221110:2210,0.0,0.0,0.0,9.68,3.38,0.0
20221110:2310,0.0,0.0,0.0,9.16,3.1,0.0
20221111:0010,0.0,0.0,0.0,8.59,2.83,0.0
20221111:0110,0.0,0.0,0.0,8.32,2.83,0.0
20221111:0210,0.0,0.0,0.0,8.08,2.76,0.0
20221111:0310,0.0,0.0,0.0,8.01,2.76,0.0
20221111:0410,0.0,0.0,0.0,7.86,2.62,0.0
20221111:0510,0.0,0.0,0.0,7.77,2.9,0.0
20221111:0610,0.0,0.0,0.0,7.78,3.1,0.0
20221111:0710,0.0,0.0,0.0,8.25,3.17,0.0
20221111:0810,118.0,153.49,8.77,8.39,2.9,0.0
20221111:0910,38.69,60.54,15.63,9.03,2.97,0.0
20221111:1010,83.76,114.02,20.66,10.09,3.1,0.0
20221111:1110,218.33,267.37,23.37,11.57,3.03,0.0
20221111:1210,621.37,754.28,23.47,13.03,2.97,0.0
20221111:1310,544.41,660.1,20.93,14.01,2.9,0.0
20221111:1410,423.38,514.31,16.06,14.52,2.62,0.0
20221111:1510,258.26,324.12,9.32,14.26,2.14,0.0
20221111:1610,0.0,0.0,0.0,13.1,2.34,0.0
20221111:1710,0.0,0.0,0.0,11.8,2.55,0.0
20221111:1810,0.0,0.0,0.0,11.13,2.76,0.0
20221111:1910,0.0,0.0,0.0,9.73,2.62,0.0
20221111:2010,0.0,0.0,0.0,9.58,2.97,0.0
20221111:2110,0.0,0.0,0.0,9.71,3.03,0.0
20221111:2210,0.0,0.0,0.0,9.89,2.9,0.0
20221111:2310,0.0,0.0,0.0,9.99,2.83,0.0
20221112:0010,0.0,0.0,0.0,10.03,2.83,0.0
20221112:0110,0.0,0.0,0.0,9.99,2.76,0.0
20221112:0210,0.0,0.0,0.0,10.01,2.69,0.0
20221112:0310,0.0,0.0,0.0,10.02,2.55,0.0
20221112:0410,0.0,0.0,0.0,9.88,2.48,0.0
20221112:0510,0.0,0.0,0.0,9.72,2.41,0.0
20221112:0610,0.0,0.0,0.0,9.51,2.41,0.0
20221112:0710,0.0,0.0,0.0,9.03,2.62,0.0
20221112:0810,178.06,224.11,8.52,9.68,2.69,0.0
20221112:0910,435.53,522.37,15.37,11.45,2.48,0.0
20221112:1010,528.12,639.63,20.38,13.45,2.55,0.0
20221112:1110,627.54,771.65,23.09,15.02,2.76,0.0
20221112:1210,609.4,752.19,23.19,16.14,2.76,0.0
20221112:1310,498.09,610.94,20.68,16.75,2.76,0.0
20221112:1410,419.29,514.62,15.83,16.89,2.76,0.0
20221112:1510,192.08,246.77,9.1,16.33,2.62,0.0
20221112:1610,0.0,0.0,0.0,14.94,2.62,0.0
20221112:1710,0.0,0.0,0.0,13.43,2.62,0.0
20221112:1810,0.0,0.0,0.0,12.53,2.62,0.0
20221112:1910,0.0,0.0,0.0,11.91,2.76,0.0
20221112:2010,0.0,0.0,0.0,11.49,2.69,0.0
20221112:2110,0.0,0.0,0.0,11.09,2.55,0.0
20221112:2210,0.0,0.0,0.0,10.71,2.48,0.0
20221112:2310,0.0,0.0,0.0,10.34,2.48,0.0
20221113:0010,0.0,0.0,0.0,10.11,2.48,0.0
20221113:0110,0.0,0.0,0.0,9.81,2.41,0.0
20221113:0210,0.0,0.0,0.0,9.58,2.34,0.0
20221113:0310,0.0,0.0,0.0,9.33,2.48,0.0
20221113:0410,0.0,0.0,0.0,9.15,2.55,0.0
20221113:0510,0.0,0.0,0.0,9.05,2.62,0.0
20221113:0610,0.0,0.0,0.0,8.87,2.62,0.0
20221113:0710,0.0,0.0,0.0,8.5,2.62,0.0
20221113:0810,224.19,277.07,8.27,8.67,2.62,0.0
20221113:0910,355.87,422.64,15.11,9.27,2.48,0.0
20221113:1010,560.6,670.55,20.11,10.12,2.41,0.0
20221113:1110,514.17,614.96,22.82,10.92,2.48,0.0
20221113:1210,560.81,679.17,22.93,11.98,2.14,0.0
20221113:1310,406.29,490.88,20.43,12.96,1.93,0.0
20221113:1410,341.14,414.99,15.6,13.56,1.86,0.0
20221113:1510,255.04,320.02,8.89,13.35,1.66,0.0
20221113:1610,0.0,0.0,0.0,12.35,1.79,0.0
20221113:1710,0.0,0.0,0.0,11.09,1.93,0.0
20221113:1810,0.0,0.0,0.0,10.12,2.07,0.0
20221113:1910,0.0,0.0,0.0,10.25,2.21,0.0
20221113:2010,0.0,0.0,0.0,9.75,2.21,0.0
20221113:2110,0.0,0.0,0.0,9.42,2.14,0.0
20221113:2210,0.0,0.0,0.0,9.18,2.14,0.0
20221113:2310,0.0,0.0,0.0,9.03,2.14,0.0
20221114:0010,0.0,0.0,0.0,9.15,2.14,0.0
20221114:0110,0.0,0.0,0.0,9.15,2.0,0.0
20221114:0210,0.0,0.0,0.0,9.45,2.0,0.0
20221114:0310,0.0,0.0,0.0,9.78,2.0,0.0
20221114:0410,0.0,0.0,0.0,9.81,2.07,0.0
20221114:0510,0.0,0.0,0.0,9.97,2.07,0.0
20221114:0610,0.0,0.0,0.0,9.41,2.0,0.0
20221114:0710,0.0,0.0,0.0,9.35,2.55,0.0
20221114:0810,93.88,126.68,8.02,9.73,2.76,0.0
20221114:0910,160.63,200.77,14.85,10.3,2.69,0.0
20221114:1010,122.53,158.82,19.85,11.48,3.17,0.0
20221114:1110,234.69,286.79,22.55,12.89,3.59,0.0
20221114:1210,605.7,733.18,22.67,14.07,3.59,0.0
20221114:1310,523.12,630.82,20.18,14.35,3.52,0.0
20221114:1410,19.4,36.89,15.37,14.16,3.59,0.0
20221114:1510,26.51,46.06,8.69,12.75,4.21,0.0
20221114:1610,0.0,0.0,0.0,12.04,3.86,0.0
20221114:1710,0.0,0.0,0.0,11.44,3.45,0.0
20221114:1810,0.0,0.0,0.0,10.89,3.17,0.0
20221114:1910,0.0,0.0,0.0,10.85,3.1,0.0
20221114:2010,0.0,0.0,0.0,10.44,3.03,0.0
20221114:2110,0.0,0.0,0.0,9.62,3.03,0.0
20221114:2210,0.0,0.0,0.0,8.77,3.17,0.0
20221114:2310,0.0,0.0,0.0,8.34,3.45,0.0
20221115:0010,0.0,0.0,0.0,8.32,3.79,0.0
20221115:0110,0.0,0.0,0.0,8.49,4.07,0.0
20221115:0210,0.0,0.0,0.0,8.66,4.41,0.0
20221115:0310,0.0,0.0,0.0,8.96,4.76,0.0
20221115:0410,0.0,0.0,0.0,9.21,5.1,0.0
20221115:0510,0.0,0.0,0.0,9.49,5.38,0.0
20221115:0610,0.0,0.0,0.0,9.65,5.52,0.0
20221115:0710,0.0,0.0,0.0,9.89,5.93,0.0
20221115:0810,27.78,47.25,7.78,10.04,6.41,0.0
20221115:0910,35.46,56.76,14.6,10.21,6.41,0.0
20221115:1010,42.38,65.27,19.58,10.4,6.14,0.0
20221115:1110,53.31,78.52,22.29,10.85,6.34,0.0
20221115:1210,90.05,121.57,22.41,11.44,6.55,0.0
20221115:1310,21.09,38.79,19.94,11.78,6.28,0.0
20221115:1410,82.84,113.31,15.15,12.09,6.21,0.0
20221115:1510,71.24,100.5,8.49,11.86,5.45,0.0
20221115:1610,0.0,0.0,0.0,11.48,4.41,0.0
20221115:1710,0.0,0.0,0.0,10.75,4.62,0.0
20221115:1810,0.0,0.0,0.0,9.91,4.48,0.0
20221115:1910,0.0,0.0,0.0,9.78,3.45,0.0
20221115:2010,0.0,0.0,0.0,9.39,3.86,0.0
20221115:2110,0.0,0.0,0.0,8.93,4.34,0.0
20221115:2210,0.0,0.0,0.0,8.42,4.48,0.0
20221115:2310,0.0,0.0,0.0,7.96,4.62,0.0
20221116:0010,0.0,0.0,0.0,7.66,4.76,0.0
20221116:0110,0.0,0.0,0.0,7.54,4.83,0.0
20221116:0210,0.0,0.0,0.0,7.42,5.03,0.0
20221116:0310,0.0,0.0,0.0,7.56,4.97,0.0
20221116:0410,0.0,0.0,0.0,7.7,5.03,0.0
20221116:0510,0.0,0.0,0.0,7.96,5.31,0.0
20221116:0610,0.0,0.0,0.0,8.04,5.52,0.0
20221116:0710,0.0,0.0,0.0,8.23,5.79,0.0
20221116:0810,80.66,110.51,7.54,8.46,5.38,0.0
20221116:0910,213.13,257.18,14.35,9.23,5.17,0.0
20221116:1010,453.03,527.46,19.33,9.9,5.93,0.0
20221116:1110,204.99,249.93,22.03,10.72,5.03,0.0
20221116:1210,65.98,93.65,22.17,11.18,5.17,0.0
20221116:1310,27.68,47.3,19.71,11.48,4.55,0.0
20221116:1410,24.03,42.57,14.94,11.3,4.62,0.0
20221116:1510,1.64,9.46,8.3,10.57,4.28,0.0
20221116:1610,0.0,0.0,0.0,10.3,5.1,0.0
20221116:1710,0.0,0.0,0.0,10.67,6.48,0.0
20221116:1810,0.0,0.0,0.0,11.05,7.79,0.0
20221116:1910,0.0,0.0,0.0,11.85,7.86,0.0
20221116:2010,0.0,0.0,0.0,12.0,8.28,0.0
20221116:2110,0.0,0.0,0.0,11.64,8.34,0.0
20221116:2210,0.0,0.0,0.0,10.96,8.62,0.0
20221116:2310,0.0,0.0,0.0,10.36,8.55,0.0
20221117:0010,0.0,0.0,0.0,10.31,8.21,0.0
20221117:0110,0.0,0.0,0.0,9.82,7.86,0.0
20221117:0210,0.0,0.0,0.0,9.33,7.38,0.0
20221117:0310,0.0,0.0,0.0,9.05,6.76,0.0
20221117:0410,0.0,0.0,0.0,8.69,6.55,0.0
20221117:0510,0.0,0.0,0.0,8.55,6.34,0.0
20221117:0610,0.0,0.0,0.0,8.23,6.07,0.0
20221117:0710,0.0,0.0,0.0,8.89,5.79,0.0
20221117:0810,65.22,92.55,7.3,8.67,5.79,0.0
20221117:0910,44.26,67.16,14.1,8.94,5.93,0.0
20221117:1010,240.62,287.24,19.07,9.67,6.28,0.0
20221117:1110,131.33,167.21,21.78,10.05,6.48,0.0
20221117:1210,368.49,431.54,21.92,10.42,6.21,0.0
20221117:1310,174.83,215.98,19.48,10.81,5.66,0.0
20221117:1410,85.32,115.67,14.74,10.99,5.38,0.0
20221117:1510,212.21,263.11,8.12,10.51,4.69,0.0
20221117:1610,0.0,0.0,0.0,9.7,4.48,0.0
20221117:1710,0.0,0.0,0.0,9.12,4.21,0.0
20221117:1810,0.0,0.0,0.0,8.61,4.07,0.0
20221117:1910,0.0,0.0,0.0,8.39,4.48,0.0
20221117:2010,0.0,0.0,0.0,8.14,4.69,0.0
20221117:2110,0.0,0.0,0.0,7.92,4.41,0.0
20221117:2210,0.0,0.0,0.0,7.91,4.21,0.0
20221117:2310,0.0,0.0,0.0,7.76,4.21,0.0
20221118:0010,0.0,0.0,0.0,7.7,4.21,0.0
20221118:0110,0.0,0.0,0.0,7.52,4.34,0.0
20221118:0210,0.0,0.0,0.0,7.52,4.48,0.0
20221118:0310,0.0,0.0,0.0,7.46,4.48,0.0
20221118:0410,0.0,0.0,0.0,7.38,4.28,0.0
20221118:0510,0.0,0.0,0.0,7.09,4.0,0.0
20221118:0610,0.0,0.0,0.0,6.93,3.93,0.0
20221118:0710,0.0,0.0,0.0,7.0,4.07,0.0
20221118:0810,130.46,167.79,7.07,7.5,4.14,0.0
20221118:0910,201.23,243.46,13.86,8.18,4.0,0.0
20221118:1010,441.36,514.99,18.83,8.91,4.41,0.0
20221118:1110,609.73,718.15,21.53,9.5,4.21,0.0
20221118:1210,389.04,457.16,21.69,10.15,4.48,0.0
20221118:1310,392.44,459.18,19.26,9.61,4.83,0.0
20221118:1410,146.8,184.06,14.54,9.66,4.41,0.0
20221118:1510,225.97,278.33,7.94,9.14,3.52,0.0
20221118:1610,0.0,0.0,0.0,8.27,2.83,0.0
20221118:1710,0.0,0.0,0.0,7.36,2.55,0.0
20221118:1810,0.0,0.0,0.0,7.07,2.55,0.0
20221118:1910,0.0,0.0,0.0,6.38,2.28,0.0
20221118:2010,0.0,0.0,0.0,5.9,2.62,0.0
20221118:2110,0.0,0.0,0.0,5.6,2.62,0.0
20221118:2210,0.0,0.0,0.0,5.29,2.48,0.0
20221118:2310,0.0,0.0,0.0,5.1,2.41,0.0
20221119:0010,0.0,0.0,0.0,5.12,2.28,0.0
20221119:0110,0.0,0.0,0.0,4.88,2.21,0.0
20221119:0210,0.0,0.0,0.0,4.46,2.34,0.0
20221119:0310,0.0,0.0,0.0,4.2,2.41,0.0
20221119:0410,0.0,0.0,0.0,4.07,2.34,0.0
20221119:0510,0.0,0.0,0.0,3.98,2.34,0.0
20221119:0610,0.0,0.0,0.0,3.98,2.41,0.0
20221119:0710,0.0,0.0,0.0,4.22,2.48,0.0
20221119:0810,182.41,225.7,6.84,4.44,2.28,0.0
20221119:0910,405.08,475.04,13.62,5.79,2.0,0.0
20221119:1010,519.41,610.01,18.58,7.49,2.69,0.0
20221119:1110,427.76,501.89,21.29,8.53,3.1,0.0
20221119:1210,606.42,715.74,21.45,9.15,3.72,0.0
20221119:1310,203.05,246.54,19.05,9.36,4.0,0.0
20221119:1410,19.25,35.95,14.34,8.77,4.0,0.0
20221119:1510,256.01,312.97,7.76,8.46,3.1,0.0
20221119:1610,0.0,0.0,0.0,7.77,2.21,0.0
20221119:1710,0.0,0.0,0.0,6.72,2.14,0.0
20221119:1810,0.0,0.0,0.0,6.07,2.07,0.0
20221119:1910,0.0,0.0,0.0,5.39,2.14,0.0
20221119:2010,0.0,0.0,0.0,4.9,2.07,0.0
20221119:2110,0.0,0.0,0.0,4.48,2.0,0.0
20221119:2210,0.0,0.0,0.0,4.0,2.21,0.0
20221119:2310,0.0,0.0,0.0,3.73,2.41,0.0
20221120:0010,0.0,0.0,0.0,3.68,2.48,0.0
20221120:0110,0.0,0.0,0.0,3.66,2.55,0.0
20221120:0210,0.0,0.0,0.0,3.67,2.69,0.0
20221120:0310,0.0,0.0,0.0,3.97,2.76,0.0
20221120:0410,0.0,0.0,0.0,4.32,3.1,0.0
20221120:0510,0.0,0.0,0.0,4.48,3.31,0.0
20221120:0610,0.0,0.0,0.0,4.89,3.59,0.0
20221120:0710,0.0,0.0,0.0,5.71,4.48,0.0
20221120:0810,9.18,21.76,6.61,5.99,4.76,0.0
20221120:0910,80.7,108.36,13.38,6.4,4.62,0.0
20221120:1010,25.32,43.52,18.34,6.96,4.28,0.0
20221120:1110,330.75,388.42,21.06,7.98,3.31,0.0
20221120:1210,422.26,494.89,21.23,9.33,3.93,0.0
20221120:1310,520.11,610.47,18.84,9.91,4.34,0.0
20221120:1410,34.69,55.81,14.16,10.07,4.69,0.0
20221120:1510,71.04,99.55,7.6,9.61,4.69,0.0
20221120:1610,0.0,0.0,0.0,8.7,4.28,0.0
20221120:1710,0.0,0.0,0.0,8.04,4.28,0.0
20221120:1810,0.0,0.0,0.0,7.84,4.62,0.0
20221120:1910,0.0,0.0,0.0,7.6,4.55,0.0
20221120:2010,0.0,0.0,0.0,7.71,3.72,0.0
20221120:2110,0.0,0.0,0.0,7.37,2.97,0.0
20221120:2210,0.0,0.0,0.0,7.47,2.34,0.0
20221120:2310,0.0,0.0,0.0,7.74,2.28,0.0
20221121:0010,0.0,0.0,0.0,7.47,2.48,0.0
20221121:0110,0.0,0.0,0.0,7.4,2.55,0.0
20221121:0210,0.0,0.0,0.0,7.34,2.48,0.0
20221121:0310,0.0,0.0,0.0,7.1,2.83,0.0
20221121:0410,0.0,0.0,0.0,7.11,2.83,0.0
20221121:0510,0.0,0.0,0.0,7.22,3.03,0.0
20221121:0610,0.0,0.0,0.0,7.39,3.31,0.0
20221121:0710,0.0,0.0,0.0,7.42,4.07,0.0
20221121:0810,11.07,24.6,6.39,7.34,4.62,0.0
20221121:0910,29.0,48.24,13.15,7.62,5.59,0.0
20221121:1010,19.34,35.95,18.11,7.97,5.45,0.0
20221121:1110,81.72,110.33,20.83,7.85,6.28,0.0
20221121:1210,66.33,92.71,21.01,7.84,7.24,0.0
20221121:1310,35.12,55.81,18.64,7.83,6.9,0.0
20221121:1410,15.79,31.22,13.97,8.03,5.72,0.0
20221121:1510,211.94,259.19,7.44,7.9,7.03,0.0
20221121:1610,0.0,0.0,0.0,6.97,6.14,0.0
20221121:1710,0.0,0.0,0.0,6.32,5.38,0.0
20221121:1810,0.0,0.0,0.0,6.08,5.24,0.0
20221121:1910,0.0,0.0,0.0,6.12,3.79,0.0
20221121:2010,0.0,0.0,0.0,5.62,3.93,0.0
20221121:2110,0.0,0.0,0.0,5.34,3.86,0.0
20221121:2210,0.0,0.0,0.0,4.81,4.21,0.0
20221121:2310,0.0,0.0,0.0,4.27,4.69,0.0
20221122:0010,0.0,0.0,0.0,4.07,4.97,0.0
20221122:0110,0.0,0.0,0.0,4.17,5.1,0.0
20221122:0210,0.0,0.0,0.0,4.3,4.9,0.0
20221122:0310,0.0,0.0,0.0,4.58,5.1,0.0
20221122:0410,0.0,0.0,0.0,4.96,5.31,0.0
20221122:0510,0.0,0.0,0.0,5.56,5.52,0.0
20221122:0610,0.0,0.0,0.0,5.98,6.34,0.0
20221122:0710,0.0,0.0,0.0,6.29,6.34,0.0
20221122:0810,171.24,213.88,6.17,6.48,6.21,0.0
20221122:0910,325.95,378.44,12.93,6.68,6.41,0.0
20221122:1010,395.59,456.43,17.88,7.3,5.72,0.0
20221122:1110,104.67,136.07,20.6,7.99,7.52,0.0
20221122:1210,120.82,154.29,20.8,8.54,7.86,0.0
20221122:1310,363.37,422.49,18.44,9.11,6.69,0.0
20221122:1410,59.72,85.42,13.8,9.22,6.69,0.0
20221122:1510,58.57,84.63,7.28,9.08,6.41,0.0
20221122:1610,0.0,0.0,0.0,8.62,5.86,0.0
20221122:1710,0.0,0.0,0.0,8.1,5.45,0.0
20221122:1810,0.0,0.0,0.0,8.03,5.1,0.0
20221122:1910,0.0,0.0,0.0,7.5,4.0,0.0
20221122:2010,0.0,0.0,0.0,6.99,3.79,0.0
20221122:2110,0.0,0.0,0.0,6.4,3.59,0.0
20221122:2210,0.0,0.0,0.0,5.71,3.45,0.0
20221122:2310,0.0,0.0,0.0,5.21,3.31,0.0
20221123:0010,0.0,0.0,0.0,4.87,3.17,0.0
20221123:0110,0.0,0.0,0.0,4.65,3.03,0.0
20221123:0210,0.0,0.0,0.0,4.61,3.03,0.0
20221123:0310,0.0,0.0,0.0,5.0,3.17,0.0
20221123:0410,0.0,0.0,0.0,5.82,3.31,0.0
20221123:0510,0.0,0.0,0.0,6.49,3.86,0.0
20221123:0610,0.0,0.0,0.0,7.13,4.48,0.0
20221123:0710,0.0,0.0,0.0,7.47,5.52,0.0
20221123:0810,3.18,12.3,5.95,7.77,5.66,0.0
20221123:0910,48.6,72.14,12.71,8.36,5.59,0.0
20221123:1010,225.23,269.67,17.66,9.14,5.79,0.0
20221123:1110,479.44,556.15,20.38,9.17,5.86,0.0
20221123:1210,583.36,682.39,20.59,9.9,5.31,0.0
20221123:1310,185.46,227.11,18.26,10.47,6.14,0.0
20221123:1410,62.84,89.47,13.63,10.54,6.9,0.0
20221123:1510,73.62,102.89,7.14,10.3,5.93,0.0
20221123:1610,0.0,0.0,0.0,9.74,5.24,0.0
20221123:1710,0.0,0.0,0.0,9.43,4.97,0.0
20221123:1810,0.0,0.0,0.0,9.03,4.83,0.0
20221123:1910,0.0,0.0,0.0,8.61,5.24,0.0
20221123:2010,0.0,0.0,0.0,8.31,5.38,0.0
20221123:2110,0.0,0.0,0.0,8.32,5.66,0.0
20221123:2210,0.0,0.0,0.0,8.32,6.07,0.0
20221123:2310,0.0,0.0,0.0,8.27,6.48,0.0
20221124:0010,0.0,0.0,0.0,7.99,6.55,0.0
20221124:0110,0.0,0.0,0.0,7.9,6.14,0.0
20221124:0210,0.0,0.0,0.0,7.85,5.17,0.0
20221124:0310,0.0,0.0,0.0,7.43,4.48,0.0
20221124:0410,0.0,0.0,0.0,6.98,4.07,0.0
20221124:0510,0.0,0.0,0.0,6.56,3.66,0.0
20221124:0610,0.0,0.0,0.0,6.22,3.17,0.0
20221124:0710,0.0,0.0,0.0,5.7,3.31,0.0
20221124:0810,51.57,75.99,5.74,5.82,3.66,0.0
20221124:0910,206.68,248.56,12.49,7.03,3.72,0.0
20221124:1010,246.35,293.37,17.44,8.5,4.0,0.0
20221124:1110,357.16,419.17,20.17,9.68,4.62,0.0
20221124:1210,98.44,130.74,20.39,10.54,5.1,0.0
20221124:1310,90.23,121.52,18.07,11.21,5.66,0.0
20221124:1410,86.36,116.86,13.47,11.24,5.45,0.0
20221124:1510,127.98,166.6,7.0,11.25,6.21,0.0
20221124:1610,0.0,0.0,0.0,10.97,6.14,0.0
20221124:1710,0.0,0.0,0.0,10.45,6.14,0.0
20221124:1810,0.0,0.0,0.0,10.23,6.07,0.0
20221124:1910,0.0,0.0,0.0,9.9,5.72,0.0
20221124:2010,0.0,0.0,0.0,10.15,5.72,0.0
20221124:2110,0.0,0.0,0.0,10.08,5.45,0.0
20221124:2210,0.0,0.0,0.0,9.83,5.45,0.0
20221124:2310,0.0,0.0,0.0,9.49,4.48,0.0
20221125:0010,0.0,0.0,0.0,8.68,3.52,0.0
20221125:0110,0.0,0.0,0.0,7.82,3.31,0.0
20221125:0210,0.0,0.0,0.0,6.97,3.38,0.0
20221125:0310,0.0,0.0,0.0,6.45,3.45,0.0
20221125:0410,0.0,0.0,0.0,5.93,3.38,0.0
20221125:0510,0.0,0.0,0.0,5.53,3.38,0.0
20221125:0610,0.0,0.0,0.0,5.38,3.31,0.0
20221125:0710,0.0,0.0,0.0,5.56,3.03,0.0
